K23114	XP_044252282
K10402	XP_044252287
K10402	XP_044252288
K10402	XP_044252289
K14005	XP_044252290
K14209	XP_044252291
K08852	XP_044252297
K01273	XP_044252299
K18756	XP_044252303
K15118	XP_044252304
K15118	XP_044252305
K24634	XP_044252306
K05294	XP_044252309
K19625	XP_044252314
K12192	XP_044252317
K14771	XP_044252320
K00011	XP_044252324
K00011	XP_044252325
K15164	XP_044252330
K15164	XP_044252331
K19672	XP_044252332
K09228	XP_044252333
K09191	XP_044252333
K23791	XP_044252334
K17431	XP_044252335
K20474	XP_044252337
K20474	XP_044252338
K20474	XP_044252339
K09402	XP_044252342
K09402	XP_044252343
K22858	XP_044252344
K22858	XP_044252345
K11716	XP_044252346
K10790	XP_044252348
K10790	XP_044252359
K23114	XP_044252365
K14285	XP_044252376
K03681	XP_044252386
K12195	XP_044252387
K12195	XP_044252388
K05692	XP_044252389
K10355	XP_044252389
K26258	XP_044252391
K26258	XP_044252392
K26258	XP_044252393
K26258	XP_044252394
K26258	XP_044252395
K09381	XP_044252397
K09381	XP_044252398
K09381	XP_044252399
K14778	XP_044252400
K03028	XP_044252404
K18758	XP_044252405
K07195	XP_044252406
K07195	XP_044252407
K07195	XP_044252408
K02857	XP_044252409
K02857	XP_044252410
K02857	XP_044252411
K03103	XP_044252412
K18441	XP_044252413
K18441	XP_044252414
K18441	XP_044252416
K18441	XP_044252417
K18441	XP_044252418
K10773	XP_044252425
K12857	XP_044252426
K23387	XP_044252427
K22991	XP_044252428
K10577	XP_044252429
K10577	XP_044252430
K23907	XP_044252431
K23907	XP_044252433
K03037	XP_044252434
K06944	XP_044252436
K19373	XP_044252448
K26157	XP_044252453
K09542	XP_044252456
K06083	XP_044252457
K06083	XP_044252459
K04506	XP_044252460
K12622	XP_044252461
K15271	XP_044252465
K20306	XP_044252468
K20306	XP_044252469
K20306	XP_044252470
K15255	XP_044252471
K24895	XP_044252472
K24895	XP_044252473
K24797	XP_044252476
K14708	XP_044252481
K14708	XP_044252482
K14708	XP_044252483
K18048	XP_044252484
K24298	XP_044252490
K00820	XP_044252502
K21842	XP_044252507
K00820	XP_044252512
K03440	XP_044252515
K24634	XP_044252516
K00820	XP_044252517
K17496	XP_044252520
K24038	XP_044252521
K24038	XP_044252522
K00820	XP_044252525
K04170	XP_044252527
K04170	XP_044252528
K23730	XP_044252530
K14844	XP_044252531
K19770	XP_044252533
K04640	XP_044252534
K11064	XP_044252535
K11064	XP_044252536
K11064	XP_044252538
K20214	XP_044252543
K20214	XP_044252544
K20214	XP_044252545
K20214	XP_044252547
K15332	XP_044252549
K01897	XP_044252555
K01897	XP_044252556
K01897	XP_044252557
K01897	XP_044252558
K12878	XP_044252559
K10758	XP_044252560
K25177	XP_044252567
K25177	XP_044252568
K10739	XP_044252569
K10739	XP_044252570
K10739	XP_044252571
K08493	XP_044252572
K08493	XP_044252574
K02915	XP_044252575
K02915	XP_044252576
K17543	XP_044252577
K17543	XP_044252578
K17543	XP_044252579
K17543	XP_044252580
K17543	XP_044252581
K17543	XP_044252582
K07512	XP_044252584
K10949	XP_044252594
K10393	XP_044252596
K25472	XP_044252600
K08376	XP_044252602
K08376	XP_044252603
K08376	XP_044252604
K08964	XP_044252606
K22535	XP_044252607
K14523	XP_044252608
K05330	XP_044252611
K27342	XP_044252616
K04506	XP_044252618
K04506	XP_044252619
K24729	XP_044252622
K01062	XP_044252623
K27342	XP_044252625
K01063	XP_044252630
K16540	XP_044252631
K16540	XP_044252632
K09090	XP_044252643
K08958	XP_044252644
K08958	XP_044252645
K01493	XP_044252647
K01493	XP_044252648
K21991	XP_044252649
K01493	XP_044252650
K25687	XP_044252651
K00600	XP_044252652
K00600	XP_044252653
K17823	XP_044252655
K23167	XP_044252656
K03263	XP_044252657
K21991	XP_044252658
K24050	XP_044252659
K06532	XP_044252660
K06532	XP_044252661
K06532	XP_044252662
K06532	XP_044252663
K14708	XP_044252664
K14708	XP_044252665
K21991	XP_044252666
K14708	XP_044252667
K23293	XP_044252668
K14527	XP_044252671
K09084	XP_044252672
K17508	XP_044252673
K21991	XP_044252674
K13989	XP_044252676
K11292	XP_044252677
K11292	XP_044252678
K01363	XP_044252679
K14569	XP_044252680
K21991	XP_044252682
K21991	XP_044252689
K20213	XP_044252691
K03676	XP_044252695
K21991	XP_044252696
K09404	XP_044252699
K13092	XP_044252700
K21991	XP_044252705
K20671	XP_044252710
K20671	XP_044252711
K21991	XP_044252714
K14708	XP_044252720
K18631	XP_044252721
K19684	XP_044252723
K18258	XP_044252724
K18625	XP_044252725
K18258	XP_044252726
K24736	XP_044252728
K12872	XP_044252732
K18625	XP_044252733
K12178	XP_044252734
K12178	XP_044252735
K15040	XP_044252736
K15040	XP_044252737
K15040	XP_044252738
K17550	XP_044252739
K17550	XP_044252740
K22824	XP_044252741
K22824	XP_044252742
K18625	XP_044252743
K22824	XP_044252744
K14325	XP_044252745
K22824	XP_044252745
K19511	XP_044252747
K01858	XP_044252751
K01858	XP_044252752
K17578	XP_044252757
K14708	XP_044252762
K14708	XP_044252763
K14708	XP_044252764
K14708	XP_044252765
K02935	XP_044252766
K19511	XP_044252777
K14169	XP_044252778
K15201	XP_044252789
K15201	XP_044252790
K22399	XP_044252792
K20791	XP_044252793
K00049	XP_044252794
K13403	XP_044252795
K13403	XP_044252796
K13403	XP_044252797
K25389	XP_044252798
K16482	XP_044252799
K20791	XP_044252801
K12873	XP_044252802
K00856	XP_044252803
K00856	XP_044252804
K10624	XP_044252806
K10624	XP_044252807
K10624	XP_044252808
K01620	XP_044252815
K01620	XP_044252816
K27678	XP_044252819
K27678	XP_044252820
K11778	XP_044252821
K00965	XP_044252822
K09022	XP_044252825
K22203	XP_044252828
K22203	XP_044252829
K23222	XP_044252830
K12855	XP_044252831
K10365	XP_044252832
K15901	XP_044252840
K14439	XP_044252841
K14439	XP_044252842
K12301	XP_044252844
K08193	XP_044252844
K12301	XP_044252845
K08193	XP_044252845
K14570	XP_044252846
K14570	XP_044252847
K23325	XP_044252848
K14570	XP_044252849
K19347	XP_044252851
K21774	XP_044252854
K03783	XP_044252855
K09280	XP_044252856
K10749	XP_044252857
K27588	XP_044252860
K27588	XP_044252861
K17411	XP_044252862
K03783	XP_044252863
K26503	XP_044252864
K08193	XP_044252866
K05357	XP_044252868
K26159	XP_044252870
K20242	XP_044252873
K01047	XP_044252874
K22984	XP_044252879
K20242	XP_044252880
K20242	XP_044252891
K20840	XP_044252895
K20840	XP_044252896
K20840	XP_044252897
K03035	XP_044252898
K20242	XP_044252900
K09578	XP_044252910
K12811	XP_044252911
K05030	XP_044252912
K10392	XP_044252916
K10392	XP_044252917
K10392	XP_044252918
K10392	XP_044252919
K10392	XP_044252920
K10392	XP_044252921
K12826	XP_044252922
K10392	XP_044252923
K10392	XP_044252924
K10392	XP_044252925
K10392	XP_044252926
K03934	XP_044252927
K20135	XP_044252928
K03232	XP_044252930
K01915	XP_044252935
K26118	XP_044252940
K10661	XP_044252941
K00814	XP_044252943
K01915	XP_044252944
K22984	XP_044252947
K13146	XP_044252948
K01915	XP_044252952
K22984	XP_044252956
K13137	XP_044252957
K12626	XP_044252958
K22641	XP_044252959
K22641	XP_044252960
K03440	XP_044252961
K10408	XP_044252962
K10408	XP_044252963
K21776	XP_044252966
K21776	XP_044252967
K21776	XP_044252968
K21776	XP_044252969
K21776	XP_044252970
K21776	XP_044252971
K21776	XP_044252972
K07928	XP_044252975
K23335	XP_044252976
K00685	XP_044252982
K00685	XP_044252983
K00685	XP_044252984
K22421	XP_044252990
K22984	XP_044252991
K23728	XP_044252992
K01047	XP_044252993
K01047	XP_044252994
K01047	XP_044252995
K20361	XP_044252998
K02318	XP_044253000
K00859	XP_044253000
K08740	XP_044253001
K08740	XP_044253002
K22758	XP_044253004
K22758	XP_044253005
K17461	XP_044253007
K00049	XP_044253009
K00049	XP_044253010
K00049	XP_044253011
K04854	XP_044253012
K04854	XP_044253013
K24943	XP_044253014
K24943	XP_044253015
K24943	XP_044253016
K24943	XP_044253017
K12304	XP_044253018
K13212	XP_044253020
K13212	XP_044253021
K22984	XP_044253022
K22984	XP_044253023
K22984	XP_044253024
K22984	XP_044253025
K12735	XP_044253029
K21435	XP_044253032
K13084	XP_044253036
K11978	XP_044253038
K13084	XP_044253045
K14777	XP_044253048
K16744	XP_044253049
K11269	XP_044253050
K08869	XP_044253057
K23543	XP_044253059
K01183	XP_044253062
K18668	XP_044253066
K18668	XP_044253067
K22984	XP_044253068
K19759	XP_044253086
K02925	XP_044253088
K17868	XP_044253090
K17868	XP_044253091
K27339	XP_044253092
K11253	XP_044253093
K11253	XP_044253094
K11851	XP_044253100
K11870	XP_044253100
K03132	XP_044253102
K04506	XP_044253107
K04506	XP_044253111
K15003	XP_044253114
K14999	XP_044253115
K15003	XP_044253115
K24554	XP_044253115
K11087	XP_044253121
K22984	XP_044253123
K01077	XP_044253124
K01077	XP_044253125
K01047	XP_044253126
K08193	XP_044253127
K08869	XP_044253129
K12480	XP_044253131
K01195	XP_044253133
K01195	XP_044253134
K14440	XP_044253137
K01148	XP_044253137
K08471	XP_044253140
K22984	XP_044253142
K00873	XP_044253143
K13577	XP_044253145
K15117	XP_044253145
K03927	XP_044253151
K13963	XP_044253156
K22984	XP_044253159
K24634	XP_044253160
K11426	XP_044253160
K20175	XP_044253165
K12462	XP_044253167
K03440	XP_044253168
K03440	XP_044253169
K02875	XP_044253170
K13174	XP_044253173
K13174	XP_044253174
K02328	XP_044253176
K09543	XP_044253186
K09542	XP_044253186
K08879	XP_044253186
K03440	XP_044253187
K09215	XP_044253189
K25757	XP_044253190
K17885	XP_044253191
K09215	XP_044253192
K11656	XP_044253196
K17885	XP_044253198
K08869	XP_044253203
K22203	XP_044253207
K12385	XP_044253215
K16601	XP_044253223
K16601	XP_044253224
K16601	XP_044253225
K10455	XP_044253226
K15615	XP_044253234
K22037	XP_044253235
K27705	XP_044253236
K14852	XP_044253239
K12387	XP_044253240
K15615	XP_044253242
K19730	XP_044253243
K07203	XP_044253247
K06226	XP_044253248
K06226	XP_044253249
K10950	XP_044253250
K02921	XP_044253253
K17601	XP_044253254
K17601	XP_044253255
K17601	XP_044253256
K17601	XP_044253257
K08269	XP_044253263
K08269	XP_044253264
K08269	XP_044253265
K00710	XP_044253266
K00710	XP_044253267
K00710	XP_044253268
K00710	XP_044253269
K03283	XP_044253272
K01194	XP_044253276
K01194	XP_044253277
K01194	XP_044253278
K01194	XP_044253279
K01194	XP_044253280
K01194	XP_044253281
K08869	XP_044253282
K01194	XP_044253283
K11366	XP_044253285
K11366	XP_044253287
K14459	XP_044253288
K16573	XP_044253289
K11838	XP_044253293
K11838	XP_044253294
K04440	XP_044253295
K23368	XP_044253296
K04440	XP_044253297
K04440	XP_044253298
K00134	XP_044253299
K21970	XP_044253302
K13051	XP_044253303
K23368	XP_044253304
K13051	XP_044253305
K13051	XP_044253306
K13212	XP_044253307
K13212	XP_044253308
K13212	XP_044253309
K15622	XP_044253310
K15622	XP_044253311
K15622	XP_044253312
K15622	XP_044253313
K15622	XP_044253314
K15033	XP_044253316
K15033	XP_044253317
K02976	XP_044253320
K00234	XP_044253323
K00239	XP_044253323
K00849	XP_044253325
K02333	XP_044253326
K15456	XP_044253327
K02435	XP_044253332
K10352	XP_044253339
K10352	XP_044253340
K10352	XP_044253341
K10352	XP_044253342
K04430	XP_044253343
K04430	XP_044253344
K04430	XP_044253345
K04430	XP_044253346
K02992	XP_044253347
K06316	XP_044253348
K08872	XP_044253349
K07178	XP_044253349
K14321	XP_044253350
K09518	XP_044253351
K11390	XP_044253352
K11390	XP_044253353
K15111	XP_044253354
K05016	XP_044253357
K03860	XP_044253358
K08869	XP_044253363
K10086	XP_044253364
K24815	XP_044253365
K18667	XP_044253366
K06110	XP_044253367
K00910	XP_044253369
K00910	XP_044253370
K25806	XP_044253372
K00627	XP_044253373
K00627	XP_044253374
K00627	XP_044253375
K00972	XP_044253377
K00248	XP_044253378
K00249	XP_044253378
K00248	XP_044253379
K00249	XP_044253379
K00852	XP_044253380
K00852	XP_044253381
K10089	XP_044253382
K02266	XP_044253384
K13135	XP_044253385
K13135	XP_044253386
K20399	XP_044253387
K17408	XP_044253388
K08576	XP_044253389
K08576	XP_044253390
K22984	XP_044253394
K22984	XP_044253395
K24053	XP_044253400
K01283	XP_044253402
K01283	XP_044253403
K01283	XP_044253404
K01283	XP_044253405
K01283	XP_044253406
K01283	XP_044253407
K01283	XP_044253408
K01283	XP_044253409
K01283	XP_044253410
K02202	XP_044253414
K06674	XP_044253418
K06176	XP_044253419
K12163	XP_044253420
K03246	XP_044253424
K12837	XP_044253425
K10684	XP_044253433
K15326	XP_044253436
K15326	XP_044253437
K03676	XP_044253438
K03676	XP_044253439
K00072	XP_044253440
K12474	XP_044253441
K12571	XP_044253442
K01363	XP_044253443
K01363	XP_044253446
K19914	XP_044253456
K00803	XP_044253457
K20278	XP_044253458
K20278	XP_044253459
K20278	XP_044253460
K20278	XP_044253461
K17286	XP_044253464
K14015	XP_044253465
K22762	XP_044253467
K17908	XP_044253468
K17908	XP_044253469
K17908	XP_044253470
K17908	XP_044253471
K17286	XP_044253472
K02174	XP_044253473
K02174	XP_044253474
K02174	XP_044253475
K02174	XP_044253476
K02174	XP_044253477
K02174	XP_044253478
K02174	XP_044253479
K02174	XP_044253480
K02174	XP_044253481
K02174	XP_044253482
K17286	XP_044253483
K13092	XP_044253488
K03238	XP_044253489
K01756	XP_044253490
K17286	XP_044253493
K12826	XP_044253499
K17286	XP_044253501
K18412	XP_044253503
