100038343	NP_001078831
100124592	NP_001096055
100126069	NP_001103253
100126689	NP_001104012
100135757	NP_001107780
100135758	NP_001128425
100135764	NP_001107797
100141516	XP_015835225
100141517	XP_001811274
100141518	XP_001809480
100141520	XP_001813251
100141521	XP_008198009
100141522	XP_008191538
100141523	XP_001812480
100141524	XP_001812896
100141525	XP_001816349
100141526	XP_008195997
100141527	XP_015833018
100141528	NP_001164302
100141529	XP_001810287
100141530	XP_001812338
100141531	XP_015837681
100141534	XP_001813096
100141535	XP_001816435
100141538	XP_008191315
100141539	XP_001810355
100141540	XP_008190894
100141541	XP_001816525
100141542	XP_001815237
100141543	XP_008200652
100141545	XP_008201374
100141546	XP_015834268
100141547	XP_001809581
100141549	XP_001813701
100141551	XP_001812569
100141552	XP_008194583
100141555	XP_001811600
100141557	XP_015834339
100141559	XP_001812177
100141563	XP_001812840
100141565	XP_008191760
100141567	XP_008191356
100141568	XP_008191906
100141569	XP_008194955
100141570	XP_001812669
100141571	NP_001155258
100141572	XP_001813105
100141573	XP_001812890
100141574	NP_001161925
100141575	XP_008199316
100141576	XP_001811865
100141577	XP_001813294
100141578	XP_001811946
100141580	XP_015839850
100141581	XP_008196845
100141582	XP_001812636
100141583	XP_001814766
100141584	XP_015836206
100141585	XP_008192271
100141587	XP_008201062
100141588	XP_001814375
100141592	XP_008197690
100141596	XP_001811535
100141597	XP_008191982
100141598	XP_001808239
100141599	XP_001812376
100141600	XP_001812453
100141601	XP_001814818
100141602	XP_001812872
100141603	XP_015835644
100141604	XP_001814386
100141605	XP_001816493
100141606	XP_001807073
100141608	XP_015834668
100141609	XP_001807981
100141611	XP_001808961
100141613	XP_001808377
100141614	XP_001810176
100141615	XP_008190595
100141616	XP_008191226
100141618	XP_001812998
100141619	XP_015836047
100141621	XP_008191433
100141622	XP_001811836
100141623	XP_001812083
100141625	XP_008199840
100141626	XP_008193990
100141628	XP_008197058
100141629	XP_001814678
100141633	XP_001815717
100141635	XP_008195245
100141638	XP_001812873
100141640	XP_001808010
100141641	XP_001810160
100141642	XP_008194137
100141643	XP_008194097
100141645	XP_001812500
100141646	NP_001164146
100141647	XP_001815393
100141648	XP_015840575
100141649	XP_008194497
100141651	XP_001812914
100141652	XP_001814127
100141654	XP_008197678
100141656	XP_008198996
100141657	XP_001808512
100141658	XP_001814494
100141660	XP_001812473
100141662	XP_001813556
100141664	XP_015836269
100141668	XP_001814509
100141670	XP_015834682
100141671	XP_008199648
100141674	XP_001814264
100141675	XP_015834786
100141676	XP_001815618
100141678	XP_001808926
100141679	XP_008195294
100141680	XP_001809442
100141681	XP_001807608
100141682	XP_001813154
100141683	XP_001809239
100141684	XP_001813192
100141686	XP_008192822
100141687	NP_001161251
100141688	XP_008201547
100141689	XP_001814259
100141690	XP_008199621
100141691	XP_001810921
100141693	XP_001815376
100141695	XP_008200077
100141696	XP_008198278
100141698	NP_001161779
100141699	XP_001816173
100141703	XP_008195082
100141704	XP_001813100
100141705	XP_001809514
100141706	XP_001807705
100141707	XP_001811667
100141709	XP_001811673
100141710	XP_008199223
100141711	XP_015838988
100141713	XP_015835994
100141714	XP_015835694
100141715	XP_001812612
100141718	XP_001815977
100141719	XP_008198950
100141720	XP_001814944
100141721	XP_001814215
100141722	XP_015838738
100141723	XP_001810520
100141724	XP_001807996
100141725	XP_001808711
100141726	NP_001161227
100141727	XP_015834862
100141731	XP_001815752
100141732	XP_008190687
100141734	XP_008191668
100141736	XP_015839667
100141737	XP_001807209
100141738	XP_008194285
100141739	XP_001814021
100141741	XP_001816090
100141742	XP_008193458
100141743	XP_008190278
100141744	XP_001815774
100141745	XP_008193680
100141747	XP_001810290
100141749	XP_008200457
100141752	XP_015833653
100141753	XP_015835317
100141754	XP_001814285
100141755	XP_001808071
100141756	XP_001808976
100141757	XP_001811450
100141759	XP_001812978
100141760	XP_008197110
100141763	XP_015835866
100141764	XP_001807041
100141765	XP_015834036
100141766	XP_001810808
100141768	XP_001813804
100141769	NP_001164095
100141771	XP_001812942
100141772	XP_015836790
100141773	XP_008198283
100141776	XP_008198748
100141778	XP_001810939
100141780	XP_008194161
100141781	XP_001811897
100141786	NP_001135924
100141787	XP_008192686
100141788	XP_001813974
100141789	XP_001814003
100141790	XP_008197662
100141793	XP_001815875
100141798	XP_001810505
100141799	XP_001812198
100141800	XP_001810604
100141804	XP_008193148
100141806	XP_001812931
100141807	XP_015839651
100141808	XP_001814302
100141809	XP_001808987
100141810	XP_008195754
100141811	XP_001809587
100141813	XP_008195883
100141814	XP_001814361
100141815	XP_008195856
100141816	XP_015835635
100141818	XP_001811319
100141819	XP_008190857
100141820	XP_001807922
100141821	XP_015834335
100141822	XP_015839268
100141823	XP_001808665
100141824	NP_001280493
100141825	XP_001807299
100141826	XP_008197467
100141828	XP_008198805
100141833	XP_008193939
100141834	XP_008201543
100141835	XP_015840442
100141837	XP_008194030
100141841	XP_001809413
100141842	XP_001807502
100141843	XP_008191342
100141844	XP_001813141
100141846	XP_001812086
100141847	XP_001815648
100141848	XP_001808466
100141850	XP_001812325
100141851	XP_008191903
100141852	XP_001812825
100141853	XP_008194123
100141856	XP_001812398
100141857	XP_001812133
100141859	XP_001815375
100141861	XP_001811685
100141863	XP_008201220
100141864	XP_008192483
100141865	XP_008198617
100141866	XP_008192114
100141867	XP_008195463
100141868	XP_001812431
100141869	XP_001812549
100141870	XP_001813892
100141871	XP_001809287
100141872	XP_001809395
100141873	XP_008198929
100141874	XP_001807669
100141875	XP_001809825
100141877	XP_008193504
100141878	XP_001807903
100141879	XP_008191228
100141880	XP_008201691
100141881	XP_008197170
100141882	XP_001815479
100141883	XP_001814936
100141884	XP_001813024
100141885	XP_008199092
100141886	XP_001811696
100141888	XP_015833081
100141891	XP_001815398
100141893	XP_015834334
100141894	XP_008190954
100141895	XP_001811750
100141896	XP_001809545
100141898	XP_001814629
100141899	XP_008195035
100141902	XP_001815228
100141905	XP_001811234
100141906	XP_001810780
100141907	XP_001814270
100141909	XP_008199507
100141910	XP_001811691
100141914	XP_015834341
100141915	XP_015833664
100141916	XP_001810854
100141918	XP_001812850
100141919	XP_015833097
100141920	XP_008195510
100141921	XP_008200306
100141922	XP_001810341
100141923	XP_015836791
100141926	XP_001809056
100141927	XP_008195081
100141928	XP_015835671
100141930	XP_001807287
100141931	XP_015835643
100141932	XP_001810795
100141933	XP_001812566
100141934	XP_001811932
100141935	XP_008198006
100141936	XP_008197698
100141937	XP_001814185
100141939	XP_008192506
100141940	XP_001811917
100141941	XP_015837481
100141942	XP_008201074
100141944	XP_001814592
100141947	XP_001809637
100141948	XP_001809806
100141949	XP_001813387
100141950	XP_001812052
100141951	XP_001808385
100141952	XP_001807290
100141953	XP_015838641
100141954	XP_001812575
100141955	XP_008193951
100141956	XP_001814199
100141957	XP_001809953
100141960	XP_001812550
100141961	XP_015834986
100141963	XP_001810229
100141964	XP_015834333
100141965	XP_001815085
100141966	XP_015839861
100141967	XP_001809245
100141968	XP_008192928
100141971	XP_008199594
100141972	XP_001811012
100141973	XP_001809520
100141976	XP_001810245
100141977	XP_015837643
100141980	XP_001812329
100141981	XP_015839397
100141982	NP_001127700
100141983	XP_008198149
100141984	XP_001811434
100141985	XP_008196470
100141988	XP_008190836
100141989	NP_001182329
100141991	XP_008200845
100141992	XP_001813224
100141993	XP_001811853
100141996	XP_001807104
100141997	XP_001806936
100141998	XP_001809010
100142000	XP_001812776
100142001	XP_001811292
100142002	XP_001811380
100142003	XP_008194511
100142004	XP_001811901
100142007	XP_008192084
100142008	XP_008197689
100142009	XP_001808147
100142010	XP_008193581
100142011	XP_008197617
100142012	XP_001814862
100142013	XP_008197972
100142014	XP_001808125
100142015	XP_015839648
100142016	XP_001814398
100142017	XP_001810860
100142020	NP_001123994
100142021	XP_001808773
100142023	XP_001814337
100142024	XP_008196774
100142025	XP_001815603
100142029	XP_001813599
100142030	XP_001816051
100142031	XP_015837971
100142032	XP_008190803
100142033	XP_001814267
100142034	XP_001816440
100142035	XP_015840839
100142037	XP_001807284
100142038	XP_008190387
100142039	XP_008191200
100142040	XP_001813225
100142041	XP_001812551
100142043	XP_008194894
100142044	XP_001810019
100142046	XP_001812159
100142047	XP_015837295
100142048	XP_008193989
100142049	XP_008200153
100142050	XP_001810419
100142051	XP_008191884
100142053	XP_001812039
100142054	XP_001812199
100142056	XP_008199344
100142057	XP_015835161
100142058	XP_001811130
100142059	XP_015837684
100142060	XP_001812786
100142061	XP_001811305
100142062	XP_001813896
100142064	XP_001809744
100142065	XP_001811345
100142066	XP_001815455
100142067	XP_001813665
100142069	XP_001812694
100142070	XP_001814014
100142073	XP_015837056
100142074	XP_001810308
100142079	XP_001815244
100142080	XP_001812383
100142081	XP_008193879
100142082	XP_001814647
100142083	XP_001807780
100142084	XP_008193479
100142085	NP_001161926
100142086	XP_008197596
100142087	XP_008198895
100142088	XP_001809620
100142089	XP_001808877
100142091	XP_015837936
100142092	XP_001807213
100142093	XP_001809624
100142094	XP_015835761
100142095	XP_008194303
100142097	XP_001814166
100142099	XP_001815790
100142102	XP_001810886
100142103	XP_001811794
100142105	XP_001813407
100142107	XP_015838512
100142108	XP_001814757
100142109	XP_001812695
100142111	XP_001809489
100142113	XP_008194611
100142115	XP_001810813
100142116	XP_015834460
100142117	NP_001137202
100142119	XP_015835324
100142120	XP_001810435
100142121	XP_001812465
100142122	XP_015840416
100142123	XP_001810857
100142124	XP_001810867
100142126	XP_015839188
100142127	XP_001811565
100142128	XP_008194085
100142131	XP_001814498
100142132	XP_001810980
100142133	XP_001812598
100142134	XP_001813433
100142135	XP_001809262
100142136	XP_001814158
100142138	XP_001815253
100142139	XP_001815657
100142140	XP_008198507
100142141	XP_015839157
100142142	XP_008194514
100142143	XP_015834885
100142144	NP_001137598
100142148	XP_001811753
100142149	XP_001813274
100142151	XP_015838857
100142152	XP_001812538
100142153	XP_008198712
100142154	XP_015836078
100142155	XP_008194267
100142156	XP_001808390
100142159	XP_008194425
100142160	NP_001137323
100142161	XP_001816025
100142163	XP_008201359
100142164	XP_008192313
100142166	XP_001809957
100142167	XP_001810064
100142168	XP_001808109
100142170	XP_001810169
100142172	XP_001813445
100142173	XP_015840826
100142174	XP_008192193
100142175	XP_008198827
100142180	NP_001164145
100142181	XP_001812679
100142182	XP_015837329
100142184	XP_001812041
100142185	XP_015838267
100142186	XP_008199619
100142187	NP_001127701
100142188	XP_015840220
100142189	XP_001811015
100142190	XP_001815425
100142193	XP_008200185
100142194	XP_015834414
100142195	XP_001812169
100142196	XP_001810773
100142197	XP_008194106
100142198	XP_001811995
100142200	XP_001809788
100142201	XP_001807841
100142202	XP_001811806
100142203	XP_001810629
100142205	XP_008194489
100142206	XP_008192486
100142207	XP_001811241
100142208	XP_001807516
100142209	XP_001811323
100142210	XP_001814896
100142211	XP_015838284
100142212	XP_001814294
100142215	XP_015833440
100142216	XP_008197688
100142217	XP_001807060
100142219	NP_001155992
100142223	XP_008197591
100142224	XP_001814704
100142225	XP_008200025
100142226	XP_008194293
100142227	XP_001814071
100142228	XP_001814310
100142231	XP_008190797
100142232	XP_001816436
100142233	XP_008194975
100142234	XP_001816128
100142235	XP_015837476
100142236	XP_015836034
100142237	XP_008197503
100142238	XP_001814401
100142239	XP_015836426
100142240	XP_001808363
100142242	XP_008195350
100142243	XP_008197469
100142244	XP_015838128
100142245	XP_001807632
100142246	XP_015839971
100142247	XP_001815706
100142248	XP_001808223
100142249	XP_001812033
100142250	XP_001813427
100142251	XP_008193987
100142252	XP_015839946
100142253	XP_015840450
100142254	XP_008198197
100142255	XP_015834422
100142256	XP_015836529
100142257	XP_008191746
100142258	XP_008193225
100142259	XP_008198287
100142261	XP_008191162
100142262	XP_001812744
100142263	XP_008191520
100142264	XP_001813626
100142266	XP_001813375
100142267	XP_008194131
100142268	XP_001810409
100142269	XP_001812645
100142270	XP_001816367
100142271	XP_001813975
100142272	XP_001814293
100142274	XP_001811587
100142275	XP_001811926
100142277	XP_008191667
100142278	XP_001812334
100142279	XP_001809693
100142281	XP_015837026
100142283	XP_001811283
100142286	XP_001812142
100142289	XP_001812950
100142290	XP_008194500
100142292	XP_015833071
100142293	XP_001812267
100142294	XP_001807061
100142296	XP_015840675
100142297	XP_015834328
100142298	XP_001814418
100142300	XP_008200663
100142301	NP_001138950
100142302	XP_001816157
100142303	XP_008192063
100142304	NP_001137203
100142306	XP_001813376
100142307	XP_001812043
100142308	XP_008194736
100142309	XP_001810703
100142311	XP_001815490
100142315	XP_008201675
100142316	XP_008195539
100142317	NP_001164199
100142318	XP_001810193
100142319	XP_001816163
100142320	XP_001814319
100142321	XP_008199455
100142323	XP_001810713
100142328	XP_015837535
100142329	XP_001812951
100142330	XP_001811513
100142333	XP_015835214
100142334	XP_008199874
100142335	XP_015835737
100142336	XP_001812268
100142337	XP_001812556
100142338	XP_001813051
100142339	XP_008194499
100142340	XP_008197675
100142342	XP_001813478
100142343	XP_008196800
100142344	XP_001814545
100142345	XP_008200066
100142346	XP_008192180
100142350	XP_008200522
100142351	XP_001808944
100142352	XP_001807833
100142353	XP_008193139
100142354	XP_008193034
100142357	XP_001813632
100142359	XP_001814148
100142360	XP_008195802
100142361	XP_015837610
100142362	XP_008194281
100142363	XP_008200270
100142364	XP_001811204
100142365	NP_001137599
100142366	XP_001807564
100142367	XP_008201390
100142368	XP_001816040
100142369	XP_015833370
100142371	XP_008192336
100142372	XP_008201263
100142373	XP_008196621
100142374	XP_008195334
100142375	XP_015836278
100142376	XP_001810067
100142377	XP_008200294
100142378	XP_015837315
100142379	XP_001813011
100142380	XP_001811599
100142381	XP_001814181
100142383	XP_001807993
100142384	XP_001811993
100142385	XP_001813448
100142386	NP_001159497
100142389	XP_001810647
100142391	XP_001813655
100142393	XP_015839198
100142394	XP_001811161
100142395	XP_001809356
100142396	XP_015836600
100142398	XP_008199472
100142399	XP_001813029
100142400	XP_001808472
100142401	XP_001811552
100142402	XP_001809029
100142404	XP_001811757
100142406	XP_008198757
100142407	XP_001814292
100142408	XP_015834779
100142409	XP_001812698
100142410	XP_008191941
100142411	XP_001807152
100142412	XP_008201008
100142413	XP_015834017
100142414	XP_008194507
100142416	XP_008197685
100142417	XP_001811277
100142418	XP_008196885
100142419	NP_001137600
100142420	XP_001811514
100142421	XP_001811608
100142425	XP_001808902
100142427	XP_008193434
100142428	XP_008194286
100142429	XP_001815436
100142430	XP_001807778
100142431	XP_008193460
100142435	XP_008191143
100142436	XP_008201349
100142437	XP_001807754
100142438	XP_008193681
100142439	XP_001816522
100142441	XP_001816015
100142443	XP_008193724
100142444	XP_008200469
100142445	XP_001811460
100142446	XP_008197380
100142447	XP_008195285
100142448	XP_001807190
100142452	XP_001808164
100142453	XP_001812217
100142455	XP_001809235
100142456	XP_008199408
100142459	XP_001812710
100142461	NP_001138951
100142462	XP_001813334
100142463	XP_001811996
100142464	XP_008194093
100142465	XP_001809051
100142466	XP_015836190
100142467	XP_001815591
100142468	XP_001814214
100142469	XP_015838699
100142472	XP_008199974
100142475	XP_001814402
100142477	XP_008192528
100142481	XP_001809216
100142482	XP_001811313
100142484	XP_001814998
100142486	XP_015838775
100142489	XP_008190328
100142490	XP_001811437
100142491	XP_008194320
100142493	XP_008194245
100142495	XP_001812470
100142496	XP_001808956
100142497	XP_001815756
100142498	XP_001815629
100142500	XP_008193647
100142501	XP_008192323
100142502	XP_008201254
100142503	XP_008196614
100142504	XP_015833595
100142506	XP_008194852
100142507	XP_008199218
100142508	XP_001808852
100142510	XP_001814707
100142512	XP_001809578
100142513	XP_008195701
100142515	XP_008194039
100142516	XP_001810411
100142517	NP_001164200
100142519	XP_008198163
100142521	XP_008197174
100142523	XP_008196334
100142524	XP_001812912
100142525	XP_001811459
100142527	XP_001814661
100142531	XP_001810799
100142532	XP_001810219
100142534	XP_008200617
100142535	XP_008194100
100142537	XP_001812763
100142538	XP_001814107
100142539	XP_008192505
100142540	XP_015833265
100142542	XP_015839248
100142543	XP_008195425
100142545	XP_015836235
